product,content,date_time,sentiments
Xiaomi,My Xiaomi is slower than expected.,2016-08-10 15:02:30,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-19 07:39:03,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-07-03 20:37:07,t
iPhone,The iPhone has exceeded my expectations!,2016-08-07 15:41:36,t
Xiaomi,Battery life on the Xiaomi is excellent.,2016-07-20 22:20:21,t
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-07-18 14:26:52,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-26 17:33:42,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-08-25 01:02:45,t
Google Pixel,My Google Pixel is slower than expected.,2016-08-15 14:17:29,t
Google Pixel,The Google Pixel is really sleek and fast.,2016-09-01 19:24:03,t
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-09-17 04:21:07,t
iPhone,The camera quality on the iPhone is amazing.,2016-08-22 00:08:17,t
Google Pixel,Why is my Google Pixel overheating?,2016-07-02 00:35:55,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-08-15 13:44:24,t
Google Pixel,Why is my Google Pixel overheating?,2016-07-26 02:21:26,t
iPhone,The camera on the iPhone is disappointing.,2016-09-19 04:28:00,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-07-20 14:02:49,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-07-28 18:57:22,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-09-11 10:17:27,t
OnePlus,Why is my OnePlus overheating?,2016-09-21 11:23:49,t
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-07-25 20:53:21,t
Xiaomi,Battery life on the Xiaomi is excellent.,2016-08-25 01:33:48,t
OnePlus,The OnePlus has exceeded my expectations!,2016-08-19 11:04:59,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-08-30 23:11:32,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-07-13 03:01:31,t
OnePlus,Battery life on the OnePlus could be better.,2016-08-16 11:49:25,t
iPhone,Why is my iPhone overheating?,2016-08-10 07:26:51,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-21 21:19:34,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-08-27 23:54:59,t
iPhone,Battery life on the iPhone could be better.,2016-08-24 21:50:07,t
iPhone,The camera quality on the iPhone is amazing.,2016-07-19 02:14:04,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-29 04:53:19,t
iPhone,The iPhone is a great value for the price.,2016-08-05 05:50:15,t
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-07-03 21:25:55,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-06 08:53:44,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-09-16 09:58:46,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-01 16:06:24,t
Xiaomi,Battery life on the Xiaomi is excellent.,2016-09-28 12:53:04,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-25 12:02:27,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-09-15 13:07:12,t
iPhone,Having some issues with my iPhone. Anyone else?,2016-08-23 10:20:52,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-09-06 05:19:05,t
Google Pixel,Why is my Google Pixel overheating?,2016-09-12 06:22:51,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-09-29 10:53:02,t
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-09-03 01:37:51,t
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-09-10 06:32:04,t
iPhone,The iPhone has exceeded my expectations!,2016-09-15 17:03:25,t
OnePlus,Battery life on the OnePlus is excellent.,2016-07-17 05:58:26,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-27 05:11:56,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-07 17:08:13,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-07-01 19:58:11,t
Xiaomi,The Xiaomi is really sleek and fast.,2016-07-08 04:01:58,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-18 21:14:33,t
OnePlus,The OnePlus is really sleek and fast.,2016-08-09 14:03:51,t
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-05 06:08:33,t
iPhone,The iPhone has exceeded my expectations!,2016-07-15 07:22:05,t
iPhone,Battery life on the iPhone could be better.,2016-09-01 14:30:40,t
iPhone,The iPhone is really sleek and fast.,2016-07-12 20:59:51,t
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-08-05 22:31:37,t
OnePlus,Why is my OnePlus overheating?,2016-07-23 04:40:03,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-24 20:44:06,t
iPhone,My iPhone runs all my apps smoothly.,2016-07-30 18:57:09,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-19 01:17:13,t
OnePlus,Battery life on the OnePlus could be better.,2016-09-25 16:06:00,t
Google Pixel,Why is my Google Pixel overheating?,2016-07-10 14:27:48,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-20 14:48:38,t
iPhone,The camera on the iPhone is disappointing.,2016-09-12 01:02:39,t
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-07-06 13:39:23,t
OnePlus,The OnePlus is really sleek and fast.,2016-09-09 19:22:29,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-08-04 13:02:19,t
OnePlus,Why is my OnePlus overheating?,2016-07-18 01:50:29,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-06 04:01:11,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-07-12 01:26:11,t
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-08-02 00:26:48,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-08-11 03:29:33,t
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-07-25 07:04:46,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-26 06:09:29,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-07-23 04:43:28,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-07-04 02:43:58,t
Google Pixel,The Google Pixel is a great value for the price.,2016-07-28 05:06:42,t
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-07-08 01:24:13,t
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-07-19 14:29:51,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-08-13 00:29:34,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-02 18:58:21,t
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-08-05 12:06:56,t
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-08-17 14:49:26,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-07-02 14:35:57,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-09-26 04:11:21,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-08-19 13:41:34,t
OnePlus,The OnePlus is really sleek and fast.,2016-09-15 10:23:43,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-08-03 12:13:22,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-09-03 08:30:18,t
iPhone,My iPhone runs all my apps smoothly.,2016-09-07 20:31:24,t
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-08-14 03:54:10,t
iPhone,Just got my new iPhone! Loving it so far.,2016-08-24 01:54:05,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-07 01:57:01,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-20 18:52:10,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-12 09:51:21,t
Google Pixel,The Google Pixel is really sleek and fast.,2016-09-04 23:49:58,t
Google Pixel,Why is my Google Pixel overheating?,2016-08-22 01:59:48,t
OnePlus,My OnePlus runs all my apps smoothly.,2016-08-02 23:29:47,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-07-12 09:51:35,t
iPhone,The iPhone has exceeded my expectations!,2016-08-31 20:32:51,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-08-06 22:01:19,t
iPhone,I'm impressed with the build quality of the iPhone.,2016-09-27 09:39:44,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-09-08 22:43:35,t
OnePlus,The OnePlus is a great value for the price.,2016-08-03 13:11:19,t
iPhone,My iPhone is slower than expected.,2016-08-18 05:27:04,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-22 14:22:30,t
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-18 17:31:57,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-08-29 03:44:35,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-07-11 00:13:00,t
iPhone,Just got my new iPhone! Loving it so far.,2016-08-16 15:18:44,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-17 01:37:13,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-26 00:34:35,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-09-05 17:47:31,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-07-02 07:06:02,t
OnePlus,Battery life on the OnePlus could be better.,2016-08-15 12:12:48,t
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-09-17 13:16:49,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-05 20:00:19,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-13 15:53:38,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-08-02 02:30:45,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-03 05:41:54,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-08-26 20:03:55,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-09-19 03:10:21,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-19 12:31:03,t
Xiaomi,My Xiaomi is slower than expected.,2016-08-27 05:56:16,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-20 10:43:53,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-02 23:57:01,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-24 01:00:00,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-08-16 23:30:19,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-09-26 19:00:27,t
iPhone,Having some issues with my iPhone. Anyone else?,2016-08-13 17:40:54,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-08-01 11:47:38,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-07-03 10:27:26,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-02 14:57:13,t
OnePlus,The OnePlus is really sleek and fast.,2016-08-15 08:53:41,t
iPhone,Battery life on the iPhone is excellent.,2016-08-02 13:51:01,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-09-15 07:36:25,t
iPhone,The iPhone has exceeded my expectations!,2016-09-08 07:14:27,t
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-09-07 11:07:45,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-20 06:01:09,t
Google Pixel,The Google Pixel is a great value for the price.,2016-08-20 02:54:30,t
OnePlus,The OnePlus is really sleek and fast.,2016-07-20 14:14:57,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-02 10:19:36,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-07-20 23:48:49,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-09-11 11:09:37,t
Xiaomi,My Xiaomi is slower than expected.,2016-08-23 03:11:50,t
OnePlus,Battery life on the OnePlus could be better.,2016-07-05 16:21:38,t
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-09-16 08:17:06,t
Google Pixel,The Google Pixel is a great value for the price.,2016-09-27 06:40:23,t
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-09-21 16:40:25,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-12 21:23:27,t
OnePlus,The camera on the OnePlus is disappointing.,2016-07-09 02:22:35,t
OnePlus,Why is my OnePlus overheating?,2016-08-07 12:32:50,t
Xiaomi,Battery life on the Xiaomi is excellent.,2016-09-15 00:49:33,t
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-09-28 13:07:14,t
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-09-07 05:13:00,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-07 22:05:59,t
OnePlus,Why is my OnePlus overheating?,2016-08-22 12:17:42,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-20 14:37:03,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-03 07:29:30,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-28 19:30:40,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-14 03:28:39,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-09-10 15:07:00,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-08-16 23:38:36,t
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-07-13 01:04:37,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-09-03 05:55:19,t
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-07-17 02:57:06,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-04 01:18:02,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-19 00:49:08,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-12 09:50:48,t
Xiaomi,Why is my Xiaomi overheating?,2016-09-25 15:55:22,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-07-03 05:19:49,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-13 01:45:04,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-09-07 05:05:57,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-31 13:07:12,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-07-28 12:34:43,t
OnePlus,The camera on the OnePlus is disappointing.,2016-08-21 20:37:07,t
OnePlus,Battery life on the OnePlus could be better.,2016-09-09 22:01:40,t
OnePlus,The OnePlus is really sleek and fast.,2016-09-28 20:20:36,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-22 08:00:36,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-07-08 23:43:19,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-04 20:06:29,t
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-08-01 02:25:10,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-08-15 19:18:12,t
iPhone,My iPhone runs all my apps smoothly.,2016-09-24 22:30:31,t
iPhone,Just got my new iPhone! Loving it so far.,2016-08-30 00:26:43,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-07-19 12:14:38,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-09-06 16:30:34,t
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-09-05 12:56:48,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-28 12:28:35,t
OnePlus,My OnePlus is slower than expected.,2016-09-05 05:44:40,t
Google Pixel,Why is my Google Pixel overheating?,2016-08-22 05:59:17,t
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-08-09 16:34:02,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-07-06 07:57:12,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-08-29 19:07:00,t
iPhone,Why is my iPhone overheating?,2016-08-31 10:46:58,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-08-07 16:43:47,t
Xiaomi,My Xiaomi is slower than expected.,2016-09-03 22:31:16,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-09-02 01:21:26,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-09-22 07:58:17,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-11 22:56:42,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-07-25 19:15:42,t
iPhone,My iPhone is slower than expected.,2016-09-16 07:09:58,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-08-26 03:42:40,t
OnePlus,The OnePlus is really sleek and fast.,2016-08-04 21:08:14,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-08-19 08:13:48,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-06 00:06:30,t
iPhone,The camera on the iPhone is disappointing.,2016-07-03 15:39:41,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-08-19 01:50:45,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-05 19:45:40,t
OnePlus,My OnePlus runs all my apps smoothly.,2016-08-04 13:45:55,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-09-11 16:19:57,t
Google Pixel,The Google Pixel is really sleek and fast.,2016-08-17 01:54:17,t
Xiaomi,The Xiaomi is really sleek and fast.,2016-08-17 11:15:56,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-24 22:54:13,t
iPhone,The iPhone is a great value for the price.,2016-07-05 03:44:02,t
Google Pixel,The Google Pixel is a great value for the price.,2016-07-26 17:54:49,t
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-08-02 01:54:32,t
iPhone,The iPhone keeps crashing. Frustrated!,2016-07-31 04:57:36,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-07-12 15:57:32,t
iPhone,Battery life on the iPhone could be better.,2016-09-19 13:27:06,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-20 13:52:10,t
iPhone,Why is my iPhone overheating?,2016-08-24 13:48:38,t
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-08-22 11:24:43,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-17 20:45:18,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-05 15:13:36,t
OnePlus,My OnePlus runs all my apps smoothly.,2016-08-04 23:12:42,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-09-19 05:51:20,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-08-24 15:48:48,t
Google Pixel,The Google Pixel is a great value for the price.,2016-09-07 06:00:57,t
iPhone,Battery life on the iPhone could be better.,2016-08-20 04:53:14,t
Xiaomi,Why is my Xiaomi overheating?,2016-09-16 14:05:24,t
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-07-25 08:09:25,t
OnePlus,My OnePlus runs all my apps smoothly.,2016-07-14 16:09:20,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-07-29 12:50:48,t
Xiaomi,Why is my Xiaomi overheating?,2016-09-12 01:48:56,t
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-09-19 17:16:28,t
OnePlus,Why is my OnePlus overheating?,2016-08-31 18:01:41,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-08-23 15:54:44,t
Xiaomi,Battery life on the Xiaomi is excellent.,2016-07-07 06:38:43,t
OnePlus,The OnePlus has exceeded my expectations!,2016-09-13 20:51:00,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-08-06 16:05:49,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-23 13:46:48,t
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-08-22 16:28:53,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-08-22 02:39:42,t
Google Pixel,Why is my Google Pixel overheating?,2016-09-17 14:41:51,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-07-30 12:23:23,t
OnePlus,The camera on the OnePlus is disappointing.,2016-08-27 06:47:09,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-09-12 05:12:33,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-07-09 04:08:34,t
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-09-18 20:04:37,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-07-31 01:23:59,t
Xiaomi,Why is my Xiaomi overheating?,2016-08-22 10:25:23,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-03 10:59:46,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-08-23 02:27:25,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-07-04 20:45:34,t
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-09-06 17:49:26,t
iPhone,Battery life on the iPhone could be better.,2016-08-18 22:12:59,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-26 18:13:25,t
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-08-28 03:26:44,t
Xiaomi,The Xiaomi is a great value for the price.,2016-09-24 14:23:44,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-04 11:07:42,t
OnePlus,The OnePlus is a great value for the price.,2016-08-16 17:21:34,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-29 00:35:45,t
iPhone,I'm impressed with the build quality of the iPhone.,2016-07-15 04:26:16,t
iPhone,The iPhone keeps crashing. Frustrated!,2016-09-09 17:18:11,t
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-07-27 20:11:22,t
Xiaomi,The Xiaomi is really sleek and fast.,2016-07-25 14:53:37,t
OnePlus,The OnePlus is a great value for the price.,2016-07-18 08:51:37,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-08-25 15:50:23,t
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-07-05 20:52:19,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-04 00:08:38,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-08-22 07:45:36,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-22 07:01:16,t
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-09-13 09:27:33,t
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-08-07 06:28:33,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-07-06 04:33:53,t
OnePlus,The OnePlus has exceeded my expectations!,2016-09-20 18:38:00,t
OnePlus,Battery life on the OnePlus is excellent.,2016-07-08 09:55:27,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-08-13 09:49:55,t
iPhone,The iPhone is really sleek and fast.,2016-07-17 14:08:20,t
Google Pixel,The Google Pixel is really sleek and fast.,2016-08-14 02:29:50,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-08-13 09:05:16,t
OnePlus,The OnePlus is really sleek and fast.,2016-08-27 10:25:53,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-09 16:51:50,t
iPhone,The camera quality on the iPhone is amazing.,2016-08-06 10:05:06,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-11 13:25:23,t
iPhone,I'm impressed with the build quality of the iPhone.,2016-08-26 16:49:39,t
OnePlus,Why is my OnePlus overheating?,2016-08-11 00:18:13,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-07-28 06:06:46,t
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-09-21 01:34:33,t
iPhone,Having some issues with my iPhone. Anyone else?,2016-08-22 07:47:23,t
Google Pixel,My Google Pixel is slower than expected.,2016-09-19 01:19:01,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-18 06:36:43,t
OnePlus,My OnePlus is slower than expected.,2016-09-15 09:18:57,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-28 02:28:13,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-30 17:44:15,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-08-12 11:49:41,t
OnePlus,Battery life on the OnePlus could be better.,2016-08-14 22:29:54,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-07 04:06:07,t
