product,content,date_time
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-08-19 13:41:34
OnePlus,The OnePlus is really sleek and fast.,2016-09-15 10:23:43
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-08-03 12:13:22
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-09-03 08:30:18
iPhone,My iPhone runs all my apps smoothly.,2016-09-07 20:31:24
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-08-14 03:54:10
iPhone,Just got my new iPhone! Loving it so far.,2016-08-24 01:54:05
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-07 01:57:01
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-20 18:52:10
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-12 09:51:21
Google Pixel,The Google Pixel is really sleek and fast.,2016-09-04 23:49:58
Google Pixel,Why is my Google Pixel overheating?,2016-08-22 01:59:48
OnePlus,My OnePlus runs all my apps smoothly.,2016-08-02 23:29:47
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-07-12 09:51:35
iPhone,The iPhone has exceeded my expectations!,2016-08-31 20:32:51
Xiaomi,The Xiaomi has exceeded my expectations!,2016-08-06 22:01:19
iPhone,I'm impressed with the build quality of the iPhone.,2016-09-27 09:39:44
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-09-08 22:43:35
OnePlus,The OnePlus is a great value for the price.,2016-08-03 13:11:19
iPhone,My iPhone is slower than expected.,2016-08-18 05:27:04
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-22 14:22:30
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-18 17:31:57
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-08-29 03:44:35
Google Pixel,Battery life on the Google Pixel is excellent.,2016-07-11 00:13:00
iPhone,Just got my new iPhone! Loving it so far.,2016-08-16 15:18:44
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-17 01:37:13
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-26 00:34:35
Google Pixel,Battery life on the Google Pixel is excellent.,2016-09-05 17:47:31
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-07-02 07:06:02
OnePlus,Battery life on the OnePlus could be better.,2016-08-15 12:12:48
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-09-17 13:16:49
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-05 20:00:19
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-13 15:53:38
OnePlus,Just got my new OnePlus! Loving it so far.,2016-08-02 02:30:45
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-03 05:41:54
OnePlus,Just got my new OnePlus! Loving it so far.,2016-08-26 20:03:55
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-09-19 03:10:21
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-19 12:31:03
Xiaomi,My Xiaomi is slower than expected.,2016-08-27 05:56:16
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-20 10:43:53
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-02 23:57:01
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-24 01:00:00
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-08-16 23:30:19
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-09-26 19:00:27
iPhone,Having some issues with my iPhone. Anyone else?,2016-08-13 17:40:54
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-08-01 11:47:38
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-07-03 10:27:26
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-02 14:57:13
OnePlus,The OnePlus is really sleek and fast.,2016-08-15 08:53:41
iPhone,Battery life on the iPhone is excellent.,2016-08-02 13:51:01
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-09-15 07:36:25
iPhone,The iPhone has exceeded my expectations!,2016-09-08 07:14:27
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-09-07 11:07:45
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-20 06:01:09
Google Pixel,The Google Pixel is a great value for the price.,2016-08-20 02:54:30
OnePlus,The OnePlus is really sleek and fast.,2016-07-20 14:14:57
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-02 10:19:36
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-07-20 23:48:49
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-09-11 11:09:37
Xiaomi,My Xiaomi is slower than expected.,2016-08-23 03:11:50
OnePlus,Battery life on the OnePlus could be better.,2016-07-05 16:21:38
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-09-16 08:17:06
Google Pixel,The Google Pixel is a great value for the price.,2016-09-27 06:40:23
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-09-21 16:40:25
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-12 21:23:27
OnePlus,The camera on the OnePlus is disappointing.,2016-07-09 02:22:35
OnePlus,Why is my OnePlus overheating?,2016-08-07 12:32:50
Xiaomi,Battery life on the Xiaomi is excellent.,2016-09-15 00:49:33
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-09-28 13:07:14
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-09-07 05:13:00
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-07 22:05:59
OnePlus,Why is my OnePlus overheating?,2016-08-22 12:17:42
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-20 14:37:03
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-03 07:29:30
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-28 19:30:40
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-14 03:28:39
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-09-10 15:07:00
iPhone,Not too impressed with the iPhone. Expected more.,2016-08-16 23:38:36
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-07-13 01:04:37
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-09-03 05:55:19
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-07-17 02:57:06
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-04 01:18:02
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-19 00:49:08
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-12 09:50:48
Xiaomi,Why is my Xiaomi overheating?,2016-09-25 15:55:22
OnePlus,The camera quality on the OnePlus is amazing.,2016-07-03 05:19:49
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-13 01:45:04
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-09-07 05:05:57
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-31 13:07:12
OnePlus,Really happy with the performance of my new OnePlus.,2016-07-28 12:34:43
OnePlus,The camera on the OnePlus is disappointing.,2016-08-21 20:37:07
OnePlus,Battery life on the OnePlus could be better.,2016-09-09 22:01:40
OnePlus,The OnePlus is really sleek and fast.,2016-09-28 20:20:36
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-22 08:00:36
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-07-08 23:43:19
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-04 20:06:29
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-08-01 02:25:10
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-08-15 19:18:12
iPhone,My iPhone runs all my apps smoothly.,2016-09-24 22:30:31
iPhone,Just got my new iPhone! Loving it so far.,2016-08-30 00:26:43
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-07-19 12:14:38
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-09-06 16:30:34
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-09-05 12:56:48
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-28 12:28:35
OnePlus,My OnePlus is slower than expected.,2016-09-05 05:44:40
Google Pixel,Why is my Google Pixel overheating?,2016-08-22 05:59:17
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-08-09 16:34:02
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-07-06 07:57:12
Xiaomi,The camera on the Xiaomi is disappointing.,2016-08-29 19:07:00
iPhone,Why is my iPhone overheating?,2016-08-31 10:46:58
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-08-07 16:43:47
Xiaomi,My Xiaomi is slower than expected.,2016-09-03 22:31:16
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-09-02 01:21:26
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-09-22 07:58:17
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-11 22:56:42
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-07-25 19:15:42
iPhone,My iPhone is slower than expected.,2016-09-16 07:09:58
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-08-26 03:42:40
OnePlus,The OnePlus is really sleek and fast.,2016-08-04 21:08:14
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-08-19 08:13:48
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-06 00:06:30
iPhone,The camera on the iPhone is disappointing.,2016-07-03 15:39:41
iPhone,Not too impressed with the iPhone. Expected more.,2016-08-19 01:50:45
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-05 19:45:40
OnePlus,My OnePlus runs all my apps smoothly.,2016-08-04 13:45:55
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-09-11 16:19:57
Google Pixel,The Google Pixel is really sleek and fast.,2016-08-17 01:54:17
Xiaomi,The Xiaomi is really sleek and fast.,2016-08-17 11:15:56
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-24 22:54:13
iPhone,The iPhone is a great value for the price.,2016-07-05 03:44:02
Google Pixel,The Google Pixel is a great value for the price.,2016-07-26 17:54:49
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-08-02 01:54:32
iPhone,The iPhone keeps crashing. Frustrated!,2016-07-31 04:57:36
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-07-12 15:57:32
iPhone,Battery life on the iPhone could be better.,2016-09-19 13:27:06
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-20 13:52:10
iPhone,Why is my iPhone overheating?,2016-08-24 13:48:38
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-08-22 11:24:43
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-17 20:45:18
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-05 15:13:36
OnePlus,My OnePlus runs all my apps smoothly.,2016-08-04 23:12:42
OnePlus,Just got my new OnePlus! Loving it so far.,2016-09-19 05:51:20
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-08-24 15:48:48
Google Pixel,The Google Pixel is a great value for the price.,2016-09-07 06:00:57
iPhone,Battery life on the iPhone could be better.,2016-08-20 04:53:14
Xiaomi,Why is my Xiaomi overheating?,2016-09-16 14:05:24
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-07-25 08:09:25
OnePlus,My OnePlus runs all my apps smoothly.,2016-07-14 16:09:20
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-07-29 12:50:48
Xiaomi,Why is my Xiaomi overheating?,2016-09-12 01:48:56
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-09-19 17:16:28
OnePlus,Why is my OnePlus overheating?,2016-08-31 18:01:41
OnePlus,The camera quality on the OnePlus is amazing.,2016-08-23 15:54:44
Xiaomi,Battery life on the Xiaomi is excellent.,2016-07-07 06:38:43
OnePlus,The OnePlus has exceeded my expectations!,2016-09-13 20:51:00
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-08-06 16:05:49
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-23 13:46:48
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-08-22 16:28:53
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-08-22 02:39:42
Google Pixel,Why is my Google Pixel overheating?,2016-09-17 14:41:51
iPhone,Not too impressed with the iPhone. Expected more.,2016-07-30 12:23:23
OnePlus,The camera on the OnePlus is disappointing.,2016-08-27 06:47:09
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-09-12 05:12:33
OnePlus,Really happy with the performance of my new OnePlus.,2016-07-09 04:08:34
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-09-18 20:04:37
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-07-31 01:23:59
Xiaomi,Why is my Xiaomi overheating?,2016-08-22 10:25:23
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-03 10:59:46
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-08-23 02:27:25
Google Pixel,The camera on the Google Pixel is disappointing.,2016-07-04 20:45:34
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-09-06 17:49:26
iPhone,Battery life on the iPhone could be better.,2016-08-18 22:12:59
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-26 18:13:25
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-08-28 03:26:44
Xiaomi,The Xiaomi is a great value for the price.,2016-09-24 14:23:44
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-04 11:07:42
OnePlus,The OnePlus is a great value for the price.,2016-08-16 17:21:34
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-29 00:35:45
iPhone,I'm impressed with the build quality of the iPhone.,2016-07-15 04:26:16
iPhone,The iPhone keeps crashing. Frustrated!,2016-09-09 17:18:11
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-07-27 20:11:22
Xiaomi,The Xiaomi is really sleek and fast.,2016-07-25 14:53:37
OnePlus,The OnePlus is a great value for the price.,2016-07-18 08:51:37
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-08-25 15:50:23
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-07-05 20:52:19
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-04 00:08:38
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-08-22 07:45:36
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-22 07:01:16
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-09-13 09:27:33
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-08-07 06:28:33
iPhone,Not too impressed with the iPhone. Expected more.,2016-07-06 04:33:53
OnePlus,The OnePlus has exceeded my expectations!,2016-09-20 18:38:00
OnePlus,Battery life on the OnePlus is excellent.,2016-07-08 09:55:27
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-08-13 09:49:55
iPhone,The iPhone is really sleek and fast.,2016-07-17 14:08:20
Google Pixel,The Google Pixel is really sleek and fast.,2016-08-14 02:29:50
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-08-13 09:05:16
OnePlus,The OnePlus is really sleek and fast.,2016-08-27 10:25:53
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-09 16:51:50
iPhone,The camera quality on the iPhone is amazing.,2016-08-06 10:05:06
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-11 13:25:23
iPhone,I'm impressed with the build quality of the iPhone.,2016-08-26 16:49:39
OnePlus,Why is my OnePlus overheating?,2016-08-11 00:18:13
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-07-28 06:06:46
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-09-21 01:34:33
iPhone,Having some issues with my iPhone. Anyone else?,2016-08-22 07:47:23
Google Pixel,My Google Pixel is slower than expected.,2016-09-19 01:19:01
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-18 06:36:43
OnePlus,My OnePlus is slower than expected.,2016-09-15 09:18:57
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-28 02:28:13
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-30 17:44:15
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-08-12 11:49:41
OnePlus,Battery life on the OnePlus could be better.,2016-08-14 22:29:54
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-07 04:06:07
